For:  Sweet delusion. Glucose drinks fail to counteract ego depletion 
Timespan=All years. Indexes=BKCI-S, ESCI, SSCI, BKCI-SSH, SCI-EXPANDED, IC, A&HCI, CPCI-SSH, CPCI-S, CCR-EXPANDED.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"The ego depletion effect on undergraduate university students: A systematic review","Gissubel, Keith; Beiramar, Ana; Freire, Teresa","","","","MOTIVATION AND EMOTION","JUN 2018","2018","42","3","","","","334","347","","10.1007/s11031-018-9686-2","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The effect of carbohydrate mouth rinse on performance, biochemical and psychophysiological variables during a cycling time trial: a crossover randomized trial","Ferreira, Amanda M. J.; Farias-Junior, Luiz F.; Mota, Thaynan A. A.; Elsangedy, Hassan M.; Marcadenti, Aline; Lemos, Telma M. A. M.; Okano, Alexandre H.; Fayh, Ana P. T.","","","","JOURNAL OF THE INTERNATIONAL SOCIETY OF SPORTS NUTRITION","MAY 2 2018","2018","15","","","","","","","23","10.1186/s12970-018-0225-z","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bayesian analysis of multimethod ego-depletion studies favours the null hypothesis","Etherton, Joseph L.; Osborne, Randall; Stephenson, Katelyn; Grace, Morgan; Jones, Chas; De Nadai, Alessandro S.","","","","BRITISH JOURNAL OF SOCIAL PSYCHOLOGY","APR 2018","2018","57","2","","","","367","385","","10.1111/bjso.12236","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effects of blood glucose on delay discounting, food intake and counterregulation in lean and obese men","Klement, Johanna; Kubera, Britta; Eggeling, Jonas; Raedel, Christin; Wagner, Christin; Park, Soyoung Q.; Peters, Achim","","","","PSYCHONEUROENDOCRINOLOGY","MAR 2018","2018","89","","","","","177","184","","10.1016/j.psyneuen.2018.01.014","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Effects of Carbohydrates, in Isolation and Combined with Caffeine, on Cognitive Performance and MoodCurrent Evidence and Future Directions","Boyle, Neil Bernard; Lawton, Clare Louise; Dye, Louise","","","","NUTRIENTS","FEB 2018","2018","10","2","","","","","","192","10.3390/nu10020192","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prior self-control exertion and perceptions of pain and motivation during a physically effortful task","Boat, Ruth; Atkins, Todd; Davenport, Nathan; Cooper, Simon","","","Marcora, S; Sarkar, M","SPORT AND THE BRAIN: THE SCIENCE OF PREPARING, ENDURING AND WINNING, PT C","2018","2018","240","","C","","","19","34","","10.1016/bs.pbr.2018.08.007","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Can Ego-Depletion Be Helpful? Testing the Process Model Implication That Ego-Depletion Reduces Irrational Persistence","Osgood, Jeffrey M.","","","","BASIC AND APPLIED SOCIAL PSYCHOLOGY","2018","2018","40","3","","","","161","170","","10.1080/01973533.2018.1449748","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evaluating Effort: Influences of Evaluation Mode on Judgments of Task-specific Efforts","Dunn, Timothy L.; Koehler, Derek J.; Risko, Evan F.","","","","JOURNAL OF BEHAVIORAL DECISION MAKING","OCT 2017","2017","30","4","","","","869","888","","10.1002/bdm.2018","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"APPLICATIONS OF BEHAVIORAL ECONOMICS TO CLINICAL QUALITY IMPROVEMENT","Meeker, Daniella; Doctor, Jason N.","","","Hanoch, Y; Barnes, AJ; Rice, T","BEHAVIORAL ECONOMICS AND HEALTHY BEHAVIORS: KEY CONCEPTS AND CURRENT RESEARCH","2017","2017","","","","","","175","192","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A conceptual model of ego depletion and alcohol-related aggression","Sheehan, Brynn E.; Lau-Barraco, Cathy","","","","AGGRESSION AND VIOLENT BEHAVIOR","NOV-DEC 2016","2016","31","","","","","95","105","","10.1016/j.avb.2016.08.002","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Does the experience of presence restore self-control?","Schiestel, Lena; Schoenbrodt, Felix D.","","","","SELF AND IDENTITY","MAY 3 2016","2016","15","3","","","","327","341","","10.1080/15298868.2015.1132758","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
