For:  Sweet Future: Fluctuating Blood Glucose Levels Affect Future Discounting 
Timespan=All years. Indexes=BKCI-S, ESCI, SSCI, BKCI-SSH, SCI-EXPANDED, IC, A&HCI, CPCI-SSH, CPCI-S, CCR-EXPANDED.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Sweet revenge: Diabetic symptoms predict less forgiveness","DeWall, C. Nathan; Pond, Richard S., Jr.; Bushman, Brad J.","","","","PERSONALITY AND INDIVIDUAL DIFFERENCES","NOV 2010","2010","49","7","","","","823","826","","10.1016/j.paid.2010.06.030","","","12","1.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","1","4","1","1","0"
"The Missing Link: The Biological Roots of the Business Sciences","Saad, Gad","","","Saad, G","EVOLUTIONARY PSYCHOLOGY IN THE BUSINESS SCIENCES","2011","2011","","","","","","1","16","","10.1007/978-3-540-92784-6_1","","","11","1.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","2","0","1","1","1","0"
"How Does the Brain Implement Adaptive Decision Making to Eat?","Compan, Valerie; Walsh, B. Timothy; Kaye, Walter; Geliebter, Allan","","","","JOURNAL OF NEUROSCIENCE","OCT 14 2015","2015","35","41","","","","13868","13878","","10.1523/JNEUROSCI.2602-15.2015","","","10","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","3","0"
"Starving honeybees lose self-control","Mayack, Christopher; Naug, Dhruba","","","","BIOLOGY LETTERS","JAN 1 2015","2015","11","1","","","","","","20140820","10.1098/rsbl.2014.0820","","","10","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","2","1","0"
"Social Welfare and the Psychology of Food Sharing: Short-Term Hunger Increases Support for Social Welfare","Petersen, Michael Bang; Aaroe, Lene; Jensen, Niels Holm; Curry, Oliver","","","","POLITICAL PSYCHOLOGY","DEC 2014","2014","35","6","","","","757","773","","10.1111/pops.12062","","","10","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","2","1"
"Errors Affect Hypothetical Intertemporal Food Choice in Women","Sellitto, Manuela; di Pellegrino, Giuseppe","","","","PLOS ONE","SEP 22 2014","2014","9","9","","","","","","e108422","10.1371/journal.pone.0108422","","","9","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0"
"Bitter struggle for survival: Evolved bitterness embodiment of survival motivation","Chen, Bin-Bin; Chang, Lei","","","","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","MAR 2012","2012","48","2","","","","579","582","","10.1016/j.jesp.2011.11.005","","","9","1.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","4","0","0"
"Questionnaire and Behavioral Task Measures of Impulsivity are Differentially Associated With Body Mass Index: A Comprehensive Meta-Analysis","Emery, Rebecca L.; Levine, Michele D.","","","","PSYCHOLOGICAL BULLETIN","AUG 2017","2017","143","8","","","","868","902","","10.1037/bul0000105","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","1"
"No effects of ingesting or rinsing sucrose on depleted self-control performance","Boyle, N. B.; Lawton, C. L.; Allen, R.; Croden, F.; Smith, K.; Dye, L.","","","","PHYSIOLOGY & BEHAVIOR","FEB 1 2016","2016","154","","","","","151","160","","10.1016/j.physbeh.2015.11.019","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","0"
"Differences in time perception as a function of strength of handedness","Westfall, Jonathan E.; Jasper, John D.; Zelmanova, Yuliya","","","","PERSONALITY AND INDIVIDUAL DIFFERENCES","OCT 2010","2010","49","6","","","","629","633","","10.1016/j.paid.2010.05.036","","","7","0.70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","2","0","0","0"
"Sweet Success, Bitter Defeat: A Taste Phenotype Predicts Social Status in Selectively Bred Rats","Eaton, John M.; Dess, Nancy K.; Chapman, Clinton D.","","","","PLOS ONE","OCT 3 2012","2012","7","10","","","","","","e46606","10.1371/journal.pone.0046606","","","6","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","2","1","0","0"
"On the Method of Evolutionary Psychology and Its Applicability to Consumer Research","Saad, Gad","","","","JOURNAL OF MARKETING RESEARCH","JUN 2017","2017","54","3","","","","464","477","","10.1509/jmr.14.0645","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"Decision-environment effects on intertemporal financial choices: How relevant are resource-depletion models?","Kuhn, Michael A.; Kuhn, Peter; Villeval, Marie Claire","","","","JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION","MAY 2017","2017","137","","","","","72","89","","10.1016/j.jebo.2017.02.014","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0"
"How psychoactive drugs shape human culture: A multi-disciplinary perspective","Wadley, Greg","","","","BRAIN RESEARCH BULLETIN","SEP 2016","2016","126","","1","","SI","138","151","","10.1016/j.brainresbull.2016.04.008","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0"
"Understanding Self-Regulation Failure: A Motivated Effort-Allocation Account","Molden, D. C.; Hui, C. M.; Scholer, A. A.","","","Hirt, ER; Clarkson, JJ; Jia, L","SELF-REGULATION AND EGO CONTROL","2016","2016","","","","","","425","459","","10.1016/B978-0-12-801850-7.00020-2","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0"
"Carbohydrate ingestion but not mouth rinse maintains sustained attention when fasted","Kumar, Namrita; Wheaton, Lewis A.; Snow, Teresa K.; Millard-Stafford, Melinda","","","","PHYSIOLOGY & BEHAVIOR","JAN 1 2016","2016","153","","","","","33","39","","10.1016/j.physbeh.2015.10.023","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0"
"Sugarcoated isolation: evidence that social avoidance is linked to higher basal glucose levels and higher consumption of glucose","Ein-Dor, Tsachi; Coan, James A.; Reizer, Abira; Gross, Elizabeth B.; Dahan, Dana; Wegener, Meredyth A.; Carel, Rafael; Cloninger, Claude R.; Zohar, Ada H.","","","","FRONTIERS IN PSYCHOLOGY","APR 23 2015","2015","6","","","","","","","","10.3389/fpsyg.2015.00492","","","4","0.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0"
"Illusionary delusions. Willingness to exercise self-control can mask effects of glucose on self-control performance in experimental paradigms that use identical self-control tasks","Chatzisarantis, Nikos L. D.; Hagger, Martin S.","","","","APPETITE","JAN 1 2015","2015","84","","","","","322","324","","10.1016/j.appet.2014.10.025","","","4","0.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0"
"Impact of Glucose on Bayesian Versus Heuristic-Based Decision Making","Dickinson, David L.; McElroy, Todd; Stroh, Nathan","","","","JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS","DEC 2014","2014","7","4","","","","237","247","","10.1037/npe0000030","","","4","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0"
"Hunger enhances vertical vection","Seno, Takeharu; Ito, Hiroyuki; Sunaga, Shoji; Palmisano, Stephen","","","","PERCEPTION","2012","2012","41","8","","","","1003","1006","","10.1068/p7226","","","4","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0"
"Bitter mouth-rinse affects emotions","Dubovski, Nitzan; Ert, Eyal; Niv, Masha Y.","","","","FOOD QUALITY AND PREFERENCE","SEP 2017","2017","60","","","","","154","164","","10.1016/j.foodqual.2017.04.007","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Desire to be ethical or ability to self-control: Which is more crucial for ethical behavior?","Rua, Tuvana; Lawter, Leanna; Andreassi, Jeanine","","","","BUSINESS ETHICS-A EUROPEAN REVIEW","JUL 2017","2017","26","3","","","","288","299","","10.1111/beer.12145","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Self-control exertion and glucose supplementation prior to endurance performance","Boat, Ruth; Taylor, Ian M.; Hulston, Carl J.","","","","PSYCHOLOGY OF SPORT AND EXERCISE","MAR 2017","2017","29","","","","","103","110","","10.1016/j.psychsport.2016.12.007","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Glucose-specific signaling effects on delay discounting in intertemporal choice","Wang, X. T. (Xiao-Tian); Gang Huangfu","","","","PHYSIOLOGY & BEHAVIOR","FEB 1 2017","2017","169","","","","","195","201","","10.1016/j.physbeh.2016.12.001","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"On the functional form of temporal discounting: An optimized adaptive test","Cavagnaro, Daniel R.; Aranovich, Gabriel J.; McClure, Samuel M.; Pitt, Mark A.; Myung, Jay I.","","","","JOURNAL OF RISK AND UNCERTAINTY","JUN 2016","2016","52","3","","","","233","254","","10.1007/s11166-016-9242-y","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Self-control depletion in tufted capuchin monkeys (Sapajus spp.): does delay of gratification rely on a limited resource?","De Petrillo, Francesca; Micucci, Antonia; Gori, Emanuele; Truppa, Valentina; Ariely, Dan; Addessi, Elsa","","","","FRONTIERS IN PSYCHOLOGY","AUG 11 2015","2015","6","","","","","","","1193","10.3389/fpsyg.2015.01193","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0"
"Investment choice and perceived mating intentions regulated by external resource cues and internal fluctuation in blood glucose levels","Rao, Li-Lin; Wang, Xiao-Tian; Li, Shu","","","","FRONTIERS IN PSYCHOLOGY","JAN 6 2015","2015","5","","","","","","","1523","10.3389/fpsyg.2014.01523","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"If ego depletion cannot be studied using identical tasks, it is not ego depletion","Lange, Florian","","","","APPETITE","JAN 1 2015","2015","84","","","","","325","327","","10.1016/j.appet.2014.10.026","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
"Patterns of Responding on a Balloon Analogue Task Reveal Individual Differences in Overall Risk-Taking: Choice Between Guaranteed and Uncertain Cash","Robles, Elias; Emery, Noah N.; Vargas, Perla A.; Moreno, Araceli; Marshall, Brent; Grove, Richard C.; Zhang, Huateng","","","","JOURNAL OF GENERAL PSYCHOLOGY","2014","2014","141","3","","","","207","227","","10.1080/00221309.2014.896781","","","3","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
"Glycemic impact of non-nutritive sweeteners: a systematic review and meta-analysis of randomized controlled trials","Nichol, Alexander D.; Holle, Maxwell J.; An, Ruopeng","","","","EUROPEAN JOURNAL OF CLINICAL NUTRITION","JUN 2018","2018","72","6","","","","796","804","","10.1038/s41430-018-0170-6","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Does Short-Term Hunger Increase Trust and Trustworthiness in a High Trust Society?","Rantapuska, Elias; Freese, Riitta; Jaaskelainen, Iiro P.; Hytonen, Kaisa","","","","FRONTIERS IN PSYCHOLOGY","NOV 7 2017","2017","8","","","","","","","1944","10.3389/fpsyg.2017.01944","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Aberrant Cerebral Blood Flow in Response to Hunger and Satiety in Women Remitted from Anorexia Nervosa","Wierenga, Christina E.; Bischoff-Grethe, Amanda; Rasmusson, Grace; Bailer, Ursula F.; Berner, Laura A.; Liu, Thomas T.; Kaye, Walter H.","","","","FRONTIERS IN NUTRITION","JUL 19 2017","2017","4","","","","","","","UNSP 32","10.3389/fnut.2017.00032","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Does Hunger Contribute to Socioeconomic Gradients in Behavior?","Nettle, Daniel","","","","FRONTIERS IN PSYCHOLOGY","MAR 10 2017","2017","8","","","","","","","358","10.3389/fpsyg.2017.00358","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"High monetary reward rates and caloric rewards decrease temporal persistence","Fung, Bowen J.; Bode, Stefan; Murawski, Carsten","","","","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","FEB 22 2017","2017","284","1849","","","","","","20162759","10.1098/rspb.2016.2759","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"A Computational Analysis of Aberrant Delay Discounting in Psychiatric Disorders","Story, Giles W.; Moutoussis, Michael; Dolan, Raymond J.","","","","FRONTIERS IN PSYCHOLOGY","JAN 13 2016","2016","6","","","","","","","1948","10.3389/fpsyg.2015.01948","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
