Start Date	End Date	Response Type	IP Address	Progress	Duration (in seconds)	Finished	Recorded Date	Response ID	Recipient Last Name	Recipient First Name	Recipient Email	External Data Reference	Location Latitude	Location Longitude	Distribution Channel	User Language	Q_RecaptchaScore	What is your Prolific ID?	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Name as many countries as you can in the next 30 seconds.	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Name as many types of fruit as you can in the next 30 seconds.	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Name as many dog breeds as you can in the next 30 seconds.	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	Similar	Different	Batch number
6/8/23 14:22	6/8/23 14:29	IP Address	68.113.117.23	100	448	TRUE	6/8/23 14:29	R_2Eau85UBs6B5F0H					34.5891	-86.9909	anonymous	EN	1	5b1505b69663ee0001463400																	0	0	8.105	0	0	0	6.758	0	0	0	6.966	0	0	0	6.897	0	"Japan, USA, England, Ireland, Peru, Scotland, Niger, China, Russia, Ukraine, Lao"	1.455	1.455	30.114	1	Change	Ground	Ballroom	Lonesome	Outlaws	Ballroom	Pioneers	Thankful																	0	0	7.09	0	0	0	6.837	0	0	0	7.636	0	0	0	6.677	0	"apple, watermelon, pomegranate, lemon, orange, peach, kiwi, banana, cantalop"	1.407	1.407	30.013	1	Symphony	Monroe	Dance	Sugar	Tales	Tales	Derby	Verona	0	0	7.418	0	0	0	6.989	0	6.844	6.844	7.436	1	0	0	6.936	0																	"dalmatian, pomeranian, beagle, rottweiler, German shepherd, poodle, dachsund, doberman, St."	1.788	1.788	30.112	1	Poem	Drink	Lost	Luck	World	Faith	Happy	Happy	9	8	Batch 1
6/8/23 14:23	6/8/23 14:31	IP Address	72.198.194.35	100	447	TRUE	6/8/23 14:31	R_1BY29PW3CnWmPzM					41.2884	-95.9972	anonymous	EN	1	6092dea4efd6d61350f0fdbf																	0	0	7.263	0	0	0	6.7	0	0	0	6.775	0	0	0	6.874	0	"usa, canada, mexico, england, france , italy, spain, china, japan,indua,"	2.12	2.12	30.017	1	Change	Thankful	Rambler	Ballroom	Pioneers	Ground	Change	Lonesome	0	0	7.528	0	0	0	7.291	0	0	0	7.236	0	0	0	6.997	0																	"strawberry, banana, mango, apple, watermelon,grapes,pe"	1.291	1.291	30.023	1	Monroe	Light	Dance	Sugar	Tales	Tales	Derby	Verona																	0	0	8.033	0	0	0	7.525	0	0	0	6.805	0	7.288	7.288	8.037	1	"mini schanuzer, lab, husky, poodle, golden retirv"	1.626	1.626	30.029	1	Poem	Poem	Luck	Faith	Luck	Drink	Lost	World	4	5	Batch 1
6/8/23 14:25	6/8/23 14:33	IP Address	208.38.230.85	100	490	TRUE	6/8/23 14:33	R_1DAT8l7g587HxAY					41.5356	-90.616	anonymous	EN	0.899999976	60503460dda967b2f424af6d	0	0	11.088	0	0	0	10.315	0	0	0	11.943	0	0	0	8.564	0																	"United States, Canada, Mexico, cuba, united kingdom, sweden, norway, finland,"	2.164	2.164	30.012	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	14.705	0	0	0	9.864	0	0	0	10.149	0	0	0	10.083	0																	orange apple banana grape blueberry cherry	2.373	2.373	30.112	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	0	0	13.838	0	0	0	19.712	0	0	0	14.802	0	0	0	8.238	0																	"golden retriever, lab, cocker spaniel, husky, alaskan malamute, beagle, poddle, "	1.482	1.482	30.012	1	Drink	Rumble	Lost	World	Lost	Faith	Happy	Luck	10	10	Batch 1
6/8/23 14:24	6/8/23 14:35	IP Address	107.203.101.64	100	652	TRUE	6/8/23 14:35	R_32JuVRxMs4iQwGR					33.3683	-117.2333	anonymous	EN	1	5dea96a5770a431bbed1efb2																	0	0	11.93	0	0	0	13.378	0	0	0	15.36	0	0	0	12.329	0	"Brazil, Mexico, USA, canada, Italy, Denmark, England, Sweden, Norway,"	2.546	2.546	30.018	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	29.844	0	0	0	18.114	0	0	0	18.172	0	0	0	13.281	0																	apple orange lemon apricot pear peach nectarine blackberry strawberry pumpkin av	2.264	2.264	30.01	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	34.117	0	0	0	16.397	0	3.73	9.217	18.998	2	0	0	19.318	0	poodle dachshund german shepherd alsatian 	2.126	2.126	30.109	1	Poem	Rumble	Lost	Luck	Drink	Faith	Happy	World	12	12	Batch 1
6/8/23 14:26	6/8/23 14:35	IP Address	174.87.181.29	100	542	TRUE	6/8/23 14:35	R_2uVPYBwnbKgeYTQ					37.1357	-121.6502	anonymous	EN	1	5fe1bda08bcb1fc65fe89d91																	1.033	1.033	7.518	1	1.038	1.038	7.024	1	1.029	1.029	7.324	1	0.915	0.915	7.29	1	"canada, russia, korea, china, cuba, kazakhstan, germany, france, "	1.708	1.708	30.114	1	Change	Ground	Ballroom	Ballroom	Outlaws	Rambler	Pioneers	Thankful	2.899	2.899	10.589	1	1.262	1.262	8.102	1	1.278	1.278	8.591	1	1.164	1.164	10.024	1																	"apple, banana, strawberry, orange, grape, lemon, lime, "	2.646	2.646	30.12	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	1.144	1.144	7.703	1	0.75	0.75	7.661	1	0.943	0.943	7.148	1	0.881	0.881	7.349	1																	"husky, german shepherd, pit bull, samoyed, shar pei, chow chow"	1.832	15.236	30.016	4	Poem	Rumble	Lost	Luck	Drink	Faith	Happy	World	12	11	Batch 1
6/8/23 14:18	6/8/23 14:35	IP Address	76.167.80.58	100	989	TRUE	6/8/23 14:35	R_2TXDawzzMhRQhfJ					34.0544	-118.2441	anonymous	EN	1	5f2ae885a7912342b70678e0	0	0	11.581	0	0	0	7.774	0	7.268	7.268	8.37	1	0	0	17.777	0																	america canada	4.235	4.235	30.008	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	6.291	7.053	8.401	2	0	0	8.342	0	0	0	7.772	0	0	0	7.638	0	apple orange banana 	6.115	6.115	30.116	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	7.391	10.051	20.178	3	8.208	8.208	9.362	1	7.452	7.452	9.162	1	7.273	7.273	8.491	1		11.7	21.318	30.116	2	Poem	Rumble	Lost	Luck	Drink	Faith	Happy	World	12	12	Batch 1
6/8/23 14:25	6/8/23 14:36	IP Address	104.57.180.31	100	693	TRUE	6/8/23 14:36	R_3ESggQZizxl7qRs					30.5154	-97.6689	anonymous	EN	0.899999976	5d2b605b6583eb0019341da0																	0	0	15.875	0	0	0	27.689	0	0	0	29.702	0	0	0	18.961	0	Japan Korea North America Mexico Spain Germany Australia Au	1.644	1.644	30.117	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	14.144	0	0	0	48.2	0	0	0	20.968	0	0	0	19.236	0	apple banana grapes lemon strawberries kiwi tomato 	1.423	1.423	30.015	1	Monroe	Symphony	Tales	Sugar	Light	Tales	Derby	Verona																	0	0	17.597	0	0	0	31.555	0	0	0	22.185	0	0	0	11.6	0	Golden Retriever Yorkie Terrier Pug Lab Beagle Boxer 	1.675	1.675	30.116	1	Poem	World	Lost	Luck	Drink	Faith	Happy	World	12	10	Batch 1
6/8/23 14:28	6/8/23 14:36	IP Address	108.65.171.58	100	481	TRUE	6/8/23 14:36	R_21zz3KDsYaRFnQR					38.581	-121.4939	anonymous	EN	1	63cee7f1f8ef24eb79c80270																	0	0	8.73	0	0	0	9.287	0	0	0	6.985	0	0	0	8.095	0	"United States, Canada, mexico"	0	0	30.107	0	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	10.026	0	0	0	7.677	0	0	0	10.325	0	0	0	8.64	0																	"strawberry, apple, blackberry, blueberry, pineapple, peach, banana, pear, gu"	0	0	30.012	0	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	7.526	0	0	0	8.719	0	0	0	7.475	0	0	0	7.17	0	"husky, golden retriever, lab, pug, pitfall, "	2.421	2.421	30.007	1	Poem	Rumble	Happy	Lost	Drink	Faith	Drink	Luck	10	10	Batch 1
6/8/23 14:32	6/8/23 14:38	IP Address	24.99.154.14	100	400	TRUE	6/8/23 14:38	R_sckXCwxroKB4oWB					33.7657	-84.2951	anonymous	EN	0.800000012	60eb2ca25a5677f82d670ca6																	0	0	7.561	0	0	0	7.025	0	0	0	6.949	0	0	0	7.262	0	"usa, tunisia, egypt, togo, benin, mexico, afghanistan, pakistan, "	1.518	1.518	30.107	1	Change	Thankful	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	7.737	7.737	9.549	1	0	0	7.232	0	0	0	6.839	0	0	0	6.853	0																	"apple, pear, strawberry, peach, raspberry, kumkuat, kiwi, orange, tomato, "	1.553	1.553	30.013	1	Symphony	Sugar	Dance	Sugar	Light	Tales	Derby	Verona	0	0	7.462	0	0	0	9.898	0	0	0	12.818	0	0	0	7.698	0																	"retreiver, spaniel, husky, super mutt, boxer, pitt, poodle, doodle, "	1.358	1.358	30.012	1	Poem	Rumble	Lost	Luck	Faith	Faith	World	World	10	9	Batch 1
6/8/23 14:30	6/8/23 14:42	IP Address	76.104.196.212	100	671	TRUE	6/8/23 14:42	R_1ovc85KDft7jjFm					47.2565	-122.4421	anonymous	EN	1	5f07adce6d89431f2b7eddf4	0	0	12.302	0	0	0	10.915	0	0	0	14.884	0	0	0	7.926	0																	"USA, UAE, India, Spain, Portugal, England, Ireland, Netherlands, Germany, Thailand,"	1.926	1.926	30.014	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	12.603	0	0	0	8.219	0	0	0	7.712	0	0	0	7.143	0																	"kiwi, apple, grapes, strawberries, blueberries, orange, grapefruit, "	1.639	1.639	30.013	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	0	0	97.823	0	0	0	30.58	0	0	0	17.484	0	0	0	24.188	0																	"golden retevier, vizsla, gsp, bulld"	3.131	17.53	30.11	3	Poem	Rumble	Lost	Luck	Drink	Faith	Happy	World	12	12	Batch 1
6/8/23 14:32	6/8/23 14:42	IP Address	75.138.38.61	100	629	TRUE	6/8/23 14:42	R_33kftCxXNEHIuhO					34.2759	-86.2045	anonymous	EN	0.899999976	5e2f4ab6fb987e078bf5f68e																	0	0	15.448	0	0	0	11.249	0	0	0	8.185	0	0	0	9.382	0	"United States, Africa, Australia, Austria, Italy"	2.142	2.142	30.139	1	Ground	Ground	Ballroom	Lonesome	Outlaws	Change	Pioneers	Thankful																	0	0	12.698	0	0	0	9.779	0	0	0	9.928	0	0	0	12.62	0	"apple, pear, peach, banana, plum, apricot, grape, ora"	2.576	2.576	30.025	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Verona	Derby																	0	0	13.602	0	0	0	11.199	0	0	0	8.879	0	0	0	9.6	0	"rat terrier, bull dog, chihuahua, spitz, spaniel, "	2.932	2.932	30.272	1	Poem	Rumble	Lost	Luck	World	Drink	Faith	Happy	5	11	Batch 1
6/8/23 14:28	6/8/23 14:43	IP Address	68.51.199.57	100	881	TRUE	6/8/23 14:43	R_1IYqN75urht2s7R					42.8899	-85.6148	anonymous	EN	1	646e7c5514b82e3ae5c9affc	0	0	10.301	0	0	0	7.598	0	0	0	13.745	0	0	0	7.427	0																	united states canda 	2.33	2.33	30.01	1	Change	Ground	Ground	Lonesome	Outlaws	Thankful	Pioneers	Lonesome	0	0	12.572	0	0	0	8.412	0	0	0	11.297	0	0	0	8.113	0																	apple pear grape cherry	3.923	3.923	30.01	1	Verona	Monroe	Light	Sugar	Tales	Tales	Monroe	Derby	0	0	26.079	0	0	0	15.666	0	0	0	11.798	0	0	0	31.259	0																	ShihTzu labrado	11.265	11.265	30.02	1	Poem	Rumble	Drink	Lost	Drink	World	Faith	World	6	5	Batch 1
6/8/23 14:36	6/8/23 14:45	IP Address	173.230.48.21	100	579	TRUE	6/8/23 14:45	R_2qfkN6DYRLImd2A					33.998	-81.03	anonymous	EN	0.899999976	63d3fd9fa083c13278f0d071	0	0	8.481	0	0	0	7.418	0	0	0	6.84	0	7.879	7.879	8.676	1																	United States australia can	18.631	18.631	30.119	1	Change	Ground	Ballroom	Lonesome	Outlaws	Outlaws	Pioneers	Pioneers																	0	0	6.9	0	0	0	14.814	0	0	0	8.885	0	0	0	7.1	0	strawberry blueberry banana watermelon canulope orange tangerine 	3.217	3.217	30.123	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	7.306	0	0	0	6.621	0	0	0	6.873	0	0	0	7.377	0	laberdoodle rotwaller pitbull husky chiuhaha german sheapard 	2.557	2.557	30.121	1	Poem	Rumble	Lost	Lost	Drink	Faith	Happy	World	12	9	Batch 1
6/8/23 14:38	6/8/23 14:46	IP Address	98.219.27.109	100	462	TRUE	6/8/23 14:46	R_tR7WP7YR9BeAvFT					33.7485	-84.3871	anonymous	EN	1	63624e182de230be2be1f64c																	7.07	7.07	7.631	1	0	0	10.212	0	0	0	8.655	0	0	0	8.728	0	united states canada mexico 	2.862	2.862	30.113	1	Change	Ground	Ballroom	Lonesome	Pioneers	Rambler	Lonesome	Thankful																	0	0	10.673	0	0	0	11.655	0	0	0	9.214	0	0	0	10.422	0	Mango apple orange banana starfruit durian lemon lime coconu	3.205	3.205	30.011	1	Monroe	Verona	Dance	Sugar	Light	Symphony	Derby	Verona	0	0	11.2	0	0	0	11.39	0	0	0	10.618	0	0	0	7.714	0																	pitbull chihuahua rotweiler golden retreiver poodle	1.852	1.852	30.012	1	Drink	Rumble	Lost	Luck	World	Poem	Happy	Faith	8	8	Batch 1
6/8/23 14:36	6/8/23 14:48	IP Address	223.29.142.143	100	711	TRUE	6/8/23 14:48	R_5dmPkZMueSO0M3D					39.0127	-77.5342	anonymous	EN	0.800000012	60dc4e2299f89a7ca94b2c91	0	0	15.766	0	0	0	6.582	0	5.381	6.629	7.158	3	6.756	6.756	7.187	1																	America Germany united kingdom a	4.531	4.531	30.021	1	Change	Ground	Ballroom	Lonesome	Outlaws	Outlaws	Pioneers	Thankful																	0	0	21.132	0	0	0	7.384	0	0	0	6.977	0	0	0	6.754	0	mango strawberry 	9.233	9.233	30.031	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	15.226	0	0	0	7.026	0	5.477	8.813	9.325	3	0	0	7.654	0	syty 	3.356	6.588	30.127	2	Lost	Lost	World	Rumble	Drink	Faith	Faith	Happy	10	7	Batch 1
6/8/23 14:42	6/8/23 14:49	IP Address	66.214.21.14	100	407	TRUE	6/8/23 14:49	R_6u7Uoh64fnA16GB					33.7627	-118.1376	anonymous	EN	1	610071778cc149cfbe0c0f22																	0	0	7.783	0	0	0	7.184	0	0	0	7.356	0	0	0	7.271	0	canada usa ireland england portugal france scotland china north korea south korea india greece italy g	1.781	1.781	30.009	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	10.372	0	0	0	7.59	0	0	0	7.646	0	0	0	7.959	0																	banana apple orange strawberry blueberry mango pineapple kiwi watermelon honeydew cantelo	1.937	1.937	30.014	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	8.452	8.452	9.454	1	0	0	7.227	0	0	0	7.867	0	0	0	8.703	0																	boxer golden retriever labrador poodle bernese mountain dog husky german shepherd d	2.092	2.092	30.008	1	Poem	Rumble	Luck	Lost	Drink	Drink	Happy	Happy	10	10	Batch 1
6/8/23 14:39	6/8/23 14:49	IP Address	73.86.48.132	100	602	TRUE	6/8/23 14:49	R_3iwh1n6bPUR1Oq2					39.5693	-76.9869	anonymous	EN	1	5b832442c0d2390001d137a9	0	0	17.781	0	0	0	7.621	0	0	0	9.73	0	0	0	7.082	0																	"United States, Mexico, China, Japan, Russia, Turkey, Hungary, "	1.651	1.651	30.012	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	10.359	0	0	0	9.764	0	0	0	9.754	0	0	0	6.912	0	"Apple, kiwi, strawberries, blueberries, pineapple, raspberries, blackberries, dragonfruit, mango, "	1.663	1.663	30.011	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	13.78	0	0	0	7.199	0	0	0	12.141	0	0	0	12.046	0	"Black lab, golden retreiver, pitbull, pug, bulldog, beagle, bloodhound, mastiff, "	1.215	1.215	30.011	1	Poem	Rumble	Rumble	Luck	Drink	Faith	Happy	Happy	11	11	Batch 1
6/8/23 14:41	6/8/23 14:50	IP Address	108.248.249.85	100	518	TRUE	6/8/23 14:50	R_1eWen7M3npSo1GG					33.8206	-118.034	anonymous	EN	1	5da57d17349a480019dc0b69																	0	0	8.668	0	0	0	9.674	0	0	0	9.474	0	0	0	7.847	0	United States England Germany Canada Japan South Korea m	1.573	4.959	30.111	2	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	9.69	0	0	0	8.851	0	0	0	9.7	0	0	0	8.529	0																	apple mango orange grape banana 	1.989	2.89	30.114	3	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	0	0	10.32	0	0	0	8.591	0	0	0	9.164	0	0	0	7.488	0																	beagle tarrier doxen	1.948	1.948	30.012	1	Poem	Rumble	World	Faith	Drink	Luck	Lost	Luck	10	9	Batch 1
6/8/23 14:18	6/8/23 14:50	IP Address	69.142.185.37	100	1932	TRUE	6/8/23 14:50	R_2X4jQq70Bk5zPPC					40.2152	-74.7471	anonymous	EN	1	5daa3d1726488800157a6ffc																	0	0	8.902	0	0	0	7.26	0	0	0	7.29	0	0	0	6.876	0	"USA, France, Germany, England, Poland, Gre"	2.253	2.253	30.013	1	Rambler	Lonesome	Pioneers	Pioneers	Outlaws	Outlaws	Thankful	Change	0	0	47.009	0	0	0	6.991	0	0	0	7.285	0	0	0	7.363	0																	"bannana, orange, apples, lemon, str"	2.303	2.303	30.015	1	Derby	Tales	Dance	Sugar	Light	Light	Monroe	Verona	0	0	11.059	0	0	0	110.007	0	0	0	7.755	0	0	0	7.326	0																	"boxer, bulldog, german shepherd, "	3.338	4.646	30.017	2	Drink	World	Luck	Lost	Rumble	Faith	Drink	Drink	3	3	Batch 1
6/8/23 14:41	6/8/23 14:50	IP Address	98.17.155.201	100	546	TRUE	6/8/23 14:50	R_1jBsVv6syMtpjyz					37.6112	-93.414	anonymous	EN	0.899999976	58295846e41098000132a1f9																	0	0	10.194	0	0	0	8.221	0	0	0	8.572	0	0	0	9.478	0	"USA, Canada, Russia, Europe, Africa, Irelnd, Denmark, Scotln"	2.202	13.945	30.021	2	Change	Ground	Ballroom	Rambler	Outlaws	Rambler	Pioneers	Thankful	0	0	8.342	0	0	0	7.263	0	0	0	7.293	0	0	0	7.755	0																	"apple, orange, strawberry, pear, cantaloupe, watermelon, lemon, lime, bla"	1.945	1.945	30.022	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	8.131	0	0	0	7.36	0	0	0	7.542	0	0	0	7.834	0	"German Sheperd, Rottweiler, Doberman Pinscher, Corgi, Beagle, "	1.685	1.685	30.123	1	Poem	Rumble	Lost	Luck	Faith	World	Drink	Rumble	8	11	Batch 1
6/8/23 14:44	6/8/23 14:50	IP Address	98.235.17.185	100	392	TRUE	6/8/23 14:50	R_2dY2oJZeE2V6znm					39.8307	-77.2177	anonymous	EN	1	5591b5dcfdf99b62fdfd6a7a	0	0	8.137	0	0	0	7.302	0	0	0	7.224	0	0	0	6.815	0																	usa canada mexico japan china	2.661	2.661	31.029	1	Change	Ground	Lonesome	Outlaws	Lonesome	Pioneers	Pioneers	Thankful																	0	0	6.899	0	0	0	7.41	0	0	0	8.459	0	0	0	6.968	0	"banana , orange, apple, watermelon, grape"	2.892	2.892	30.011	1	Derby	Derby	Dance	Dance	Light	Sugar	Tales	Symphony																	0	0	7.26	0	0	0	7.11	0	0	0	7.073	0	0	0	7.561	0	"poodle,grey hound,"	2.343	2.343	30.018	1	Poem	Drink	Faith	Happy	Poem	Luck	Lost	World	4	4	Batch 1
6/8/23 14:41	6/8/23 14:51	IP Address	163.116.157.74	100	587	TRUE	6/8/23 14:51	R_2TYH1WoRyQkb6j9					40.7123	-74.0068	anonymous	EN	0.899999976	63e51f09c02713c63a9fa186																	0	0	18.337	0	0	0	10.975	0	9.543	9.543	11.318	1	11.204	15.673	16.702	2	"United States of America, United Kingdom, Mexico, Canada, Italy, France, Spain, Japan, South Korea, "	3.354	3.354	30.02	1	Lonesome	Thankful	Ballroom	Ballroom	Outlaws	Change	Pioneers	Thankful	0	0	17.787	0	0	0	9.513	0	11.987	11.987	12.644	1	0	0	9.392	0																	"Apple, banana, orange, kiwi, strawberry, blueberry, blackberry, watermelon, coconut"	1.23	1.23	30.016	1	Monroe	Monroe	Sugar	Sugar	Tales	Symphony	Derby	Verona	0	0	10.401	0	0	0	8.02	0	0	0	7.162	0	0	0	6.937	0																	"Golden Retriever, Labrador, German Shepherd, Labradoodle, Poodle, "	1.649	1.649	30.122	1	World	Faith	Lost	Lost	Luck	Rumble	Happy	Poem	6	4	Batch 1
6/8/23 14:43	6/8/23 14:51	IP Address	152.44.153.3	100	441	TRUE	6/8/23 14:51	R_ebNDVZsD4KLD2VP					37.9186	-121.3132	anonymous	EN	1	60d72828ded85b4f61102fe0																	8.308	8.308	9.27	1	7.474	7.474	8.487	1	0	0	11.493	0	0	0	8.326	0	"usa, britian, greece, turkey, egypt, congo, france, spain, denmark, metropolis, "	1.546	1.546	30.122	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	8.558	8.558	9.629	1	8.247	8.247	9.135	1	7.932	7.932	8.844	1	0	0	11.401	0																	"apple, banana, tomato, strawberry, peach, orange, kiwi, mango, "	1.765	1.765	30.013	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	2.804	6.063	7.573	2	5.429	5.429	7.25	1	4.889	6.669	7.458	2	7.228	7.228	8.089	1																	"corgi, other kind, shephard, collie, border collie, australian shepher"	3.137	3.137	30.013	1	Poem	Rumble	Lost	Luck	Drink	Faith	Happy	World	12	12	Batch 1
6/8/23 14:44	6/8/23 14:52	IP Address	104.139.101.32	100	461	TRUE	6/8/23 14:52	R_3kArGZpPpI2xlDK					35.2227	-80.7938	anonymous	EN	1	56d0f57421cd29000a9737e4	0	0	14.079	0	0	0	8.413	0	0	0	14.651	0	0	0	12.521	0																	"argentina, chile, brazil, nepal, china, usa, canada, mexico, guatamala, coasta r"	1.105	1.105	30.024	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	18.446	0	0	0	19	0	0	0	14.346	0	0	0	12.072	0	"lemon, apple, pear, peach, strawberry, tomato, kiwi, grapefruit, watermelon, "	1.103	1.103	30.119	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	0	0	7.651	0	0	0	7.775	0	0	0	11.036	0	0	0	16.936	0																	"beagle, collie, doberman, pit bull, golden retriever, german shepard, shit"	1.249	1.249	30.122	1	Poem	Rumble	Lost	Luck	Faith	Drink	Happy	World	12	10	Batch 1
6/8/23 14:42	6/8/23 14:53	IP Address	50.91.59.187	100	656	TRUE	6/8/23 14:53	R_3st3czYIdszFGYh					35.3878	-118.936	anonymous	EN	1	63d80a392c05f6a765d9e63a	0	0	10.085	0	0	0	13.328	0	0	0	17.819	0	0	0	23.659	0																	"united states, canada, mexico, china, russia, ukraine, united kingo"	1.618	1.618	30.01	1	Change	Ground	Ballroom	Ballroom	Outlaws	Lonesome	Thankful	Thankful																	0	0	8.145	0	0	0	7.711	0	0	0	13.946	0	0	0	15.017	0	"banana, mango, apple, grape, orange, mandarin, strawberry, blueberry, tomato, "	1.999	1.999	30.011	1	Monroe	Symphony	Sugar	Sugar	Light	Tales	Derby	Verona	0	0	11.491	0	0	0	9.969	0	0	0	11.048	0	0	0	25.276	0																	"australian shepherd, border collie, pug, french bulldog, labrador, golden retriever, miniature pinscher, "	1.122	1.122	30.007	1	Rumble	Rumble	Luck	Luck	Faith	Faith	World	Lost	9	6	Batch 1
6/8/23 14:46	6/8/23 14:53	IP Address	129.112.109.42	100	433	TRUE	6/8/23 14:53	R_3nxgFfjv3hpPAN8					32.7889	-96.8021	anonymous	EN	1	5c1813d5d2790700010a718f	0	0	9.515	0	0	0	8.104	0	0	0	7.144	0	0	0	8.035	0																	"america, vietnam, england, russia, china, mexico, canada, iceland, laos, cambodia, thai, korea, japan, "	1.246	1.246	30.007	1	Lonesome	Change	Ballroom	Lonesome	Rambler	Outlaws	Pioneers	Thankful	4.327	4.327	10.203	1	0	0	8.342	0	0	0	7.935	0	0	0	7.615	0																	"lemon, banana, apple, jackfruit, durian, orange, lime, coconut, strawberry,"	2.026	2.026	30.117	1	Monroe	Symphony	Sugar	Dance	Light	Verona	Derby	Dance	0	0	8.983	0	0	0	8.246	0	0	0	8.341	0	0	0	7.426	0																	"chihuahua, corgi, sheltie, husky, golden retriever, german shep"	1.296	1.296	30.013	1	World	Poem	Lost	Luck	Rumble	Faith	Drink	Poem	6	5	Batch 1
